,week,match,w/l,pts,fg%,fg2m,fg2a,fg2%,fg3m,fg3a,fg3%,ftm,fta,ft%,dr,or,tr,ass,st,to,blk,blk_ag,fp,fd,val,team_name,match_link,team_id,season
0,1,Široki-Borac BL,L,68.0,37.3,21.0,48.0,43.8,4.0,19.0,21.1,14.0,23.0,60.9,21.0,11.0,32.0,11.0,3.0,13.0,1.0,2.0,24.0,23.0,48.0,HKK Široki TT Kabeli,/match/6/22/2/Boxscore/q1/1/home/siroki-tt-kabeli-borac-wwin/,6,2022/2023
1,2,Helios-Široki,L,75.0,50.0,23.0,39.0,59.0,7.0,21.0,33.3,8.0,15.0,53.3,15.0,7.0,22.0,17.0,16.0,22.0,1.0,3.0,21.0,21.0,69.0,HKK Široki TT Kabeli,/match/10/22/2/Boxscore/q1/1/home/kansai-helios-domzale-siroki-tt-kabeli/,6,2022/2023
2,3,Široki-Pelister,W,83.0,60.0,24.0,30.0,80.0,9.0,25.0,36.0,8.0,14.0,57.1,26.0,7.0,33.0,16.0,10.0,21.0,1.0,0.0,21.0,22.0,95.0,HKK Široki TT Kabeli,/match/19/22/2/Boxscore/q1/1/home/siroki-tt-kabeli-pelister-bitola/,6,2022/2023
3,4,Sutjeska-Široki,W,67.0,43.4,18.0,34.0,52.9,5.0,19.0,26.3,16.0,18.0,88.9,18.0,11.0,29.0,13.0,4.0,14.0,4.0,1.0,20.0,21.0,71.0,HKK Široki TT Kabeli,/match/25/22/2/Boxscore/q1/1/home/sutjeska-elektroprivreda-siroki-tt-kabeli/,6,2022/2023
4,5,Široki-Zlatibor,W,85.0,46.8,23.0,41.0,56.1,6.0,21.0,28.6,21.0,23.0,91.3,17.0,13.0,30.0,11.0,6.0,10.0,0.0,1.0,22.0,18.0,82.0,HKK Široki TT Kabeli,/match/32/22/2/Boxscore/q1/1/home/siroki-tt-kabeli-zlatibor-mozzart/,6,2022/2023
5,6,Krka-Široki,W,79.0,47.4,20.0,32.0,62.5,7.0,25.0,28.0,18.0,19.0,94.7,22.0,5.0,27.0,10.0,8.0,12.0,1.0,1.0,23.0,23.0,81.0,HKK Široki TT Kabeli,/match/40/22/2/Boxscore/q1/1/home/krka-siroki-tt-kabeli/,6,2022/2023
6,7,Široki-Sloga,L,83.0,44.3,18.0,39.0,46.2,9.0,22.0,40.9,20.0,26.0,76.9,25.0,17.0,42.0,14.0,7.0,19.0,3.0,4.0,23.0,24.0,87.0,HKK Široki TT Kabeli,/match/45/22/2/Boxscore/q1/1/home/siroki-tt-kabeli-sloga/,6,2022/2023
7,8,Podgorica-Široki,L,62.0,33.3,13.0,34.0,38.2,6.0,23.0,26.1,18.0,27.0,66.7,21.0,12.0,33.0,12.0,7.0,13.0,1.0,1.0,23.0,28.0,59.0,HKK Široki TT Kabeli,/match/55/22/2/Boxscore/q1/1/home/podgorica-bemax-siroki-tt-kabeli/,6,2022/2023
8,9,Široki-TFT,W,81.0,44.1,25.0,48.0,52.1,5.0,20.0,25.0,16.0,21.0,76.2,23.0,18.0,41.0,14.0,13.0,16.0,2.0,5.0,22.0,22.0,87.0,HKK Široki TT Kabeli,/match/58/22/2/Boxscore/q1/1/home/siroki-tt-kabeli-tft-mozzart-skopje/,6,2022/2023
9,10,GGD Šenčur-Široki,W,73.0,40.3,21.0,50.0,42.0,4.0,12.0,33.3,19.0,28.0,67.9,28.0,18.0,46.0,15.0,7.0,6.0,3.0,6.0,19.0,25.0,92.0,HKK Široki TT Kabeli,/match/70/22/2/Boxscore/q1/1/home/ggd-sencur-siroki-tt-kabeli/,6,2022/2023
10,11,Široki-Spars,W,81.0,52.4,27.0,44.0,61.4,6.0,19.0,31.6,9.0,15.0,60.0,29.0,8.0,37.0,24.0,6.0,10.0,3.0,1.0,22.0,18.0,100.0,HKK Široki TT Kabeli,/match/71/22/2/Boxscore/q1/1/home/siroki-tt-kabeli-spars/,6,2022/2023
11,12,Široki-Vr. Osijek,W,83.0,52.2,30.0,51.0,58.8,5.0,16.0,31.3,8.0,11.0,72.7,25.0,13.0,38.0,14.0,8.0,8.0,6.0,1.0,18.0,17.0,104.0,HKK Široki TT Kabeli,/match/84/22/2/Boxscore/q1/1/home/siroki-tt-kabeli-vrijednosnice-osijek/,6,2022/2023
12,13,Gorica-Široki,W,88.0,60.4,23.0,31.0,74.2,9.0,22.0,40.9,15.0,28.0,53.6,25.0,9.0,34.0,26.0,5.0,9.0,3.0,0.0,19.0,24.0,118.0,HKK Široki TT Kabeli,/match/86/22/2/Boxscore/q1/1/home/gorica-siroki-tt-kabeli/,6,2022/2023
13,14,Borac BL-Široki,W,80.0,45.6,22.0,43.0,51.2,9.0,25.0,36.0,9.0,13.0,69.2,17.0,9.0,26.0,18.0,7.0,10.0,1.0,5.0,26.0,22.0,72.0,HKK Široki TT Kabeli,/match/95/22/2/Boxscore/q1/1/home/borac-wwin-siroki-tt-kabeli/,6,2022/2023
14,15,Helios-Široki,L,79.0,45.2,19.0,37.0,51.4,9.0,25.0,36.0,14.0,20.0,70.0,22.0,5.0,27.0,13.0,6.0,13.0,1.0,4.0,31.0,21.0,59.0,HKK Široki TT Kabeli,/match/97/22/2/Boxscore/q1/1/home/kansai-helios-domzale-siroki-tt-kabeli/,6,2022/2023
15,1,Krka-Spars,W,101.0,55.7,28.0,49.0,57.1,11.0,21.0,52.4,12.0,16.0,75.0,19.0,13.0,32.0,20.0,11.0,11.0,0.0,0.0,23.0,20.0,115.0,KK Krka,/match/1/22/2/Boxscore/q1/1/home/krka-spars/,10,2022/2023
16,2,Krka-Sloga,W,73.0,48.3,22.0,36.0,61.1,6.0,22.0,27.3,11.0,16.0,68.8,30.0,8.0,38.0,17.0,3.0,15.0,0.0,1.0,19.0,21.0,82.0,KK Krka,/match/14/22/2/Boxscore/q1/1/home/krka-sloga/,10,2022/2023
17,3,Podgorica-Krka,W,72.0,45.3,15.0,29.0,51.7,9.0,24.0,37.5,15.0,17.0,88.2,29.0,9.0,38.0,7.0,9.0,15.0,2.0,0.0,19.0,19.0,82.0,KK Krka,/match/16/22/2/Boxscore/q1/1/home/podgorica-bemax-krka/,10,2022/2023
18,4,Krka-TFT,W,93.0,58.7,26.0,37.0,70.3,11.0,26.0,42.3,8.0,11.0,72.7,31.0,7.0,38.0,18.0,3.0,17.0,1.0,3.0,16.0,15.0,103.0,KK Krka,/match/27/22/2/Boxscore/q1/1/home/krka-tft-mozzart-skopje/,10,2022/2023
19,5,GGD Šenčur-Krka,W,66.0,36.5,12.0,27.0,44.4,7.0,25.0,28.0,21.0,29.0,72.4,23.0,7.0,30.0,11.0,11.0,12.0,2.0,2.0,21.0,26.0,70.0,KK Krka,/match/31/22/2/Boxscore/q1/1/home/ggd-sencur-krka/,10,2022/2023
20,6,Krka-Široki,L,71.0,43.6,16.0,32.0,50.0,8.0,23.0,34.8,15.0,21.0,71.4,24.0,10.0,34.0,16.0,5.0,18.0,1.0,1.0,24.0,23.0,70.0,KK Krka,/match/40/22/2/Boxscore/q1/1/home/krka-siroki-tt-kabeli/,10,2022/2023
21,7,Vr. Osijek-Krka,W,92.0,42.9,18.0,38.0,47.4,9.0,25.0,36.0,29.0,35.0,82.9,22.0,9.0,31.0,18.0,6.0,10.0,4.0,2.0,20.0,27.0,104.0,KK Krka,/match/46/22/2/Boxscore/q1/1/home/vrijednosnice-osijek-krka/,10,2022/2023
22,8,Krka-Gorica,W,101.0,55.9,27.0,41.0,65.9,11.0,27.0,40.7,14.0,20.0,70.0,29.0,8.0,37.0,22.0,13.0,13.0,3.0,1.0,17.0,21.0,130.0,KK Krka,/match/53/22/2/Boxscore/q1/1/home/krka-gorica/,10,2022/2023
23,9,Borac BL-Krka,L,72.0,47.5,21.0,31.0,67.7,7.0,28.0,25.0,9.0,13.0,69.2,17.0,8.0,25.0,13.0,4.0,10.0,1.0,2.0,23.0,19.0,64.0,KK Krka,/match/61/22/2/Boxscore/q1/1/home/borac-wwin-krka/,10,2022/2023
24,10,Krka-Helios,L,77.0,47.0,27.0,49.0,55.1,4.0,17.0,23.5,11.0,19.0,57.9,24.0,13.0,37.0,17.0,7.0,12.0,1.0,0.0,24.0,19.0,79.0,KK Krka,/match/66/22/2/Boxscore/q1/1/home/krka-kansai-helios-domzale/,10,2022/2023
25,11,Pelister-Krka,W,102.0,56.9,29.0,40.0,72.5,8.0,25.0,32.0,20.0,23.0,87.0,19.0,11.0,30.0,29.0,11.0,12.0,3.0,2.0,18.0,22.0,134.0,KK Krka,/match/76/22/2/Boxscore/q1/1/home/pelister-bitola-krka/,10,2022/2023
26,12,Krka-Sutjeska,W,88.0,51.9,12.0,25.0,48.0,16.0,29.0,55.2,16.0,24.0,66.7,32.0,7.0,39.0,22.0,7.0,13.0,1.0,4.0,24.0,23.0,105.0,KK Krka,/match/79/22/2/Boxscore/q1/1/home/krka-sutjeska-elektroprivreda/,10,2022/2023
27,13,Zlatibor-Krka,W,106.0,59.7,28.0,39.0,71.8,12.0,28.0,42.9,14.0,18.0,77.8,26.0,6.0,32.0,22.0,7.0,7.0,3.0,0.0,19.0,16.0,129.0,KK Krka,/match/91/22/2/Boxscore/q1/1/home/zlatibor-mozzart-krka/,10,2022/2023
28,14,Krka-Sutjeska,W,91.0,47.6,16.0,25.0,64.0,14.0,38.0,36.8,17.0,28.0,60.7,24.0,9.0,33.0,17.0,2.0,8.0,0.0,2.0,24.0,31.0,96.0,KK Krka,/match/93/22/2/Boxscore/q1/1/home/krka-sutjeska-elektroprivreda/,10,2022/2023
29,15,Krka-Podgorica,W,86.0,55.6,22.0,34.0,64.7,8.0,20.0,40.0,18.0,25.0,72.0,23.0,7.0,30.0,16.0,3.0,9.0,0.0,5.0,19.0,23.0,94.0,KK Krka,/match/96/22/2/Boxscore/q1/1/home/krka-podgorica-bemax/,10,2022/2023
30,16,Helios-Krka,W,83.0,44.4,22.0,44.0,50.0,6.0,19.0,31.6,21.0,21.0,100.0,19.0,17.0,36.0,11.0,7.0,14.0,1.0,2.0,24.0,21.0,84.0,KK Krka,/match/98/22/2/Boxscore/q1/1/home/kansai-helios-domzale-krka/,10,2022/2023
31,1,GGD Šenčur-Helios,W,89.0,53.4,26.0,41.0,63.4,5.0,17.0,29.4,22.0,30.0,73.3,26.0,5.0,31.0,21.0,7.0,12.0,4.0,3.0,11.0,22.0,113.0,KK Kansai Helios Domžale,/match/5/22/2/Boxscore/q1/1/home/ggd-sencur-kansai-helios-domzale/,20,2022/2023
32,2,Helios-Široki,W,94.0,59.3,23.0,28.0,82.1,9.0,26.0,34.6,21.0,25.0,84.0,24.0,4.0,28.0,24.0,13.0,21.0,3.0,1.0,21.0,21.0,114.0,KK Kansai Helios Domžale,/match/10/22/2/Boxscore/q1/1/home/kansai-helios-domzale-siroki-tt-kabeli/,20,2022/2023
33,3,Vr. Osijek-Helios,W,107.0,55.6,28.0,35.0,80.0,12.0,37.0,32.4,15.0,18.0,83.3,24.0,13.0,37.0,19.0,8.0,9.0,0.0,0.0,17.0,18.0,128.0,KK Kansai Helios Domžale,/match/20/22/2/Boxscore/q1/1/home/vrijednosnice-osijek-kansai-helios-domzale/,20,2022/2023
34,4,Helios-Gorica,W,100.0,64.8,19.0,27.0,70.4,16.0,27.0,59.3,14.0,22.0,63.6,26.0,5.0,31.0,26.0,11.0,14.0,2.0,0.0,18.0,25.0,136.0,KK Kansai Helios Domžale,/match/23/22/2/Boxscore/q1/1/home/kansai-helios-domzale-gorica/,20,2022/2023
35,5,Borac BL-Helios,W,91.0,54.7,27.0,40.0,67.5,8.0,24.0,33.3,13.0,14.0,92.9,22.0,9.0,31.0,13.0,9.0,13.0,1.0,2.0,16.0,21.0,105.0,KK Kansai Helios Domžale,/match/35/22/2/Boxscore/q1/1/home/borac-wwin-kansai-helios-domzale/,20,2022/2023
36,6,Spars-Helios,W,86.0,50.7,22.0,37.0,59.5,12.0,30.0,40.0,6.0,15.0,40.0,23.0,14.0,37.0,27.0,8.0,13.0,2.0,3.0,13.0,19.0,108.0,KK Kansai Helios Domžale,/match/36/22/2/Boxscore/q1/1/home/spars-kansai-helios-domzale/,20,2022/2023
37,7,Helios-Pelister,W,88.0,48.4,22.0,36.0,61.1,8.0,26.0,30.8,20.0,28.0,71.4,24.0,9.0,33.0,20.0,10.0,9.0,1.0,2.0,20.0,26.0,107.0,KK Kansai Helios Domžale,/match/49/22/2/Boxscore/q1/1/home/kansai-helios-domzale-pelister-bitola/,20,2022/2023
38,8,Sutjeska-Helios,W,74.0,42.4,20.0,39.0,51.3,5.0,20.0,25.0,19.0,23.0,82.6,22.0,10.0,32.0,15.0,3.0,9.0,4.0,3.0,15.0,25.0,88.0,KK Kansai Helios Domžale,/match/51/22/2/Boxscore/q1/1/home/sutjeska-elektroprivreda-kansai-helios-domzale/,20,2022/2023
39,9,Helios-Zlatibor,W,93.0,50.8,20.0,34.0,58.8,13.0,31.0,41.9,14.0,20.0,70.0,26.0,6.0,32.0,23.0,8.0,10.0,2.0,1.0,20.0,22.0,111.0,KK Kansai Helios Domžale,/match/62/22/2/Boxscore/q1/1/home/kansai-helios-domzale-zlatibor-mozzart/,20,2022/2023
40,10,Krka-Helios,W,84.0,47.5,17.0,32.0,53.1,11.0,27.0,40.7,17.0,26.0,65.4,23.0,7.0,30.0,24.0,7.0,9.0,0.0,1.0,19.0,23.0,99.0,KK Kansai Helios Domžale,/match/66/22/2/Boxscore/q1/1/home/krka-kansai-helios-domzale/,20,2022/2023
41,11,Helios-Sloga,W,85.0,51.6,24.0,40.0,60.0,9.0,24.0,37.5,10.0,15.0,66.7,28.0,10.0,38.0,23.0,11.0,14.0,3.0,0.0,15.0,18.0,113.0,KK Kansai Helios Domžale,/match/75/22/2/Boxscore/q1/1/home/kansai-helios-domzale-sloga/,20,2022/2023
42,12,Podgorica-Helios,L,70.0,46.4,19.0,26.0,73.1,7.0,30.0,23.3,11.0,16.0,68.8,20.0,8.0,28.0,9.0,7.0,12.0,2.0,1.0,18.0,16.0,66.0,KK Kansai Helios Domžale,/match/81/22/2/Boxscore/q1/1/home/podgorica-bemax-kansai-helios-domzale/,20,2022/2023
43,13,Helios-TFT,W,93.0,61.7,27.0,35.0,77.1,10.0,25.0,40.0,9.0,15.0,60.0,25.0,7.0,32.0,30.0,11.0,12.0,3.0,2.0,13.0,20.0,133.0,KK Kansai Helios Domžale,/match/88/22/2/Boxscore/q1/1/home/kansai-helios-domzale-tft-mozzart-skopje/,20,2022/2023
44,14,Helios-Pelister,W,101.0,69.1,25.0,29.0,86.2,13.0,26.0,50.0,12.0,15.0,80.0,25.0,4.0,29.0,28.0,10.0,13.0,5.0,0.0,19.0,22.0,143.0,KK Kansai Helios Domžale,/match/92/22/2/Boxscore/q1/1/home/kansai-helios-domzale-pelister-bitola/,20,2022/2023
45,15,Helios-Široki,W,91.0,50.0,15.0,27.0,55.6,12.0,27.0,44.4,25.0,31.0,80.6,22.0,7.0,29.0,20.0,4.0,13.0,4.0,1.0,21.0,29.0,109.0,KK Kansai Helios Domžale,/match/97/22/2/Boxscore/q1/1/home/kansai-helios-domzale-siroki-tt-kabeli/,20,2022/2023
46,16,Helios-Krka,L,82.0,47.5,20.0,34.0,58.8,9.0,27.0,33.3,15.0,18.0,83.3,16.0,7.0,23.0,24.0,9.0,10.0,2.0,1.0,21.0,24.0,97.0,KK Kansai Helios Domžale,/match/98/22/2/Boxscore/q1/1/home/kansai-helios-domzale-krka/,20,2022/2023
47,1,Podgorica-Sutjeska,W,64.0,37.7,18.0,34.0,52.9,2.0,19.0,10.5,22.0,30.0,73.3,29.0,7.0,36.0,13.0,5.0,16.0,1.0,2.0,29.0,30.0,61.0,KK Sutjeska Elektroprivreda,/match/3/22/2/Boxscore/q1/1/home/podgorica-bemax-sutjeska-elektroprivreda/,37,2022/2023
48,2,Sutjeska-TFT,W,99.0,54.8,36.0,53.0,67.9,4.0,20.0,20.0,15.0,23.0,65.2,32.0,10.0,42.0,31.0,7.0,11.0,2.0,1.0,17.0,25.0,136.0,KK Sutjeska Elektroprivreda,/match/12/22/2/Boxscore/q1/1/home/sutjeska-elektroprivreda-tft-mozzart-skopje/,37,2022/2023
49,3,GGD Šenčur-Sutjeska,W,70.0,43.9,20.0,42.0,47.6,5.0,15.0,33.3,15.0,29.0,51.7,22.0,7.0,29.0,14.0,6.0,14.0,0.0,3.0,24.0,27.0,59.0,KK Sutjeska Elektroprivreda,/match/18/22/2/Boxscore/q1/1/home/ggd-sencur-sutjeska-elektroprivreda/,37,2022/2023
50,4,Sutjeska-Široki,L,62.0,46.3,21.0,35.0,60.0,4.0,19.0,21.1,8.0,13.0,61.5,16.0,11.0,27.0,15.0,7.0,15.0,1.0,4.0,21.0,20.0,58.0,KK Sutjeska Elektroprivreda,/match/25/22/2/Boxscore/q1/1/home/sutjeska-elektroprivreda-siroki-tt-kabeli/,37,2022/2023
51,5,Vr. Osijek-Sutjeska,W,73.0,45.8,20.0,38.0,52.6,7.0,21.0,33.3,12.0,23.0,52.2,24.0,15.0,39.0,12.0,8.0,17.0,1.0,0.0,22.0,18.0,69.0,KK Sutjeska Elektroprivreda,/match/33/22/2/Boxscore/q1/1/home/vrijednosnice-osijek-sutjeska-elektroprivreda/,37,2022/2023
52,6,Sutjeska-Gorica,W,84.0,50.9,25.0,42.0,59.5,3.0,13.0,23.1,25.0,36.0,69.4,23.0,11.0,34.0,20.0,8.0,17.0,4.0,1.0,30.0,29.0,93.0,KK Sutjeska Elektroprivreda,/match/38/22/2/Boxscore/q1/1/home/sutjeska-elektroprivreda-gorica/,37,2022/2023
53,7,Borac BL-Sutjeska,W,80.0,50.0,25.0,44.0,56.8,6.0,18.0,33.3,12.0,22.0,54.5,23.0,10.0,33.0,16.0,6.0,9.0,1.0,0.0,23.0,17.0,80.0,KK Sutjeska Elektroprivreda,/match/48/22/2/Boxscore/q1/1/home/borac-wwin-sutjeska-elektroprivreda/,37,2022/2023
54,8,Sutjeska-Helios,L,66.0,38.2,23.0,50.0,46.0,3.0,18.0,16.7,11.0,12.0,91.7,20.0,15.0,35.0,12.0,7.0,10.0,3.0,4.0,25.0,15.0,56.0,KK Sutjeska Elektroprivreda,/match/51/22/2/Boxscore/q1/1/home/sutjeska-elektroprivreda-kansai-helios-domzale/,37,2022/2023
55,9,Pelister-Sutjeska,L,75.0,39.7,20.0,47.0,42.6,7.0,21.0,33.3,14.0,20.0,70.0,27.0,8.0,35.0,23.0,7.0,11.0,4.0,6.0,23.0,23.0,80.0,KK Sutjeska Elektroprivreda,/match/63/22/2/Boxscore/q1/1/home/pelister-bitola-sutjeska-elektroprivreda/,37,2022/2023
56,10,Spars-Sutjeska,W,92.0,52.9,29.0,41.0,70.7,8.0,29.0,27.6,10.0,15.0,66.7,29.0,13.0,42.0,26.0,8.0,9.0,2.0,0.0,20.0,20.0,123.0,KK Sutjeska Elektroprivreda,/match/64/22/2/Boxscore/q1/1/home/spars-sutjeska-elektroprivreda/,37,2022/2023
57,11,Sutjeska-Zlatibor,L,78.0,46.2,27.0,48.0,56.3,3.0,17.0,17.6,15.0,19.0,78.9,21.0,5.0,26.0,15.0,9.0,6.0,5.0,4.0,26.0,20.0,78.0,KK Sutjeska Elektroprivreda,/match/77/22/2/Boxscore/q1/1/home/sutjeska-elektroprivreda-zlatibor-mozzart/,37,2022/2023
58,12,Krka-Sutjeska,L,63.0,35.5,17.0,33.0,51.5,5.0,29.0,17.2,14.0,21.0,66.7,21.0,7.0,28.0,15.0,8.0,9.0,4.0,1.0,23.0,24.0,62.0,KK Sutjeska Elektroprivreda,/match/79/22/2/Boxscore/q1/1/home/krka-sutjeska-elektroprivreda/,37,2022/2023
59,13,Sutjeska-Sloga,W,77.0,44.9,23.0,40.0,57.5,8.0,29.0,27.6,7.0,13.0,53.8,22.0,9.0,31.0,20.0,14.0,14.0,1.0,2.0,17.0,17.0,83.0,KK Sutjeska Elektroprivreda,/match/90/22/2/Boxscore/q1/1/home/sutjeska-elektroprivreda-sloga/,37,2022/2023
60,14,Krka-Sutjeska,L,82.0,45.2,22.0,42.0,52.4,6.0,20.0,30.0,20.0,28.0,71.4,20.0,7.0,27.0,23.0,3.0,7.0,2.0,0.0,31.0,24.0,81.0,KK Sutjeska Elektroprivreda,/match/93/22/2/Boxscore/q1/1/home/krka-sutjeska-elektroprivreda/,37,2022/2023
61,1,Krka-Spars,L,82.0,52.6,22.0,34.0,64.7,8.0,23.0,34.8,14.0,24.0,58.3,16.0,10.0,26.0,18.0,7.0,16.0,0.0,0.0,20.0,23.0,83.0,OKK Spars,/match/1/22/2/Boxscore/q1/1/home/krka-spars/,61,2022/2023
62,2,Spars-Gorica,W,103.0,51.4,28.0,49.0,57.1,10.0,25.0,40.0,17.0,20.0,85.0,35.0,9.0,44.0,19.0,11.0,16.0,4.0,6.0,18.0,23.0,125.0,OKK Spars,/match/8/22/2/Boxscore/q1/1/home/spars-gorica/,61,2022/2023
63,3,Sloga-Spars,L,72.0,44.8,21.0,38.0,55.3,5.0,20.0,25.0,15.0,25.0,60.0,19.0,7.0,26.0,16.0,8.0,17.0,0.0,0.0,19.0,21.0,65.0,OKK Spars,/match/15/22/2/Boxscore/q1/1/home/sloga-spars/,61,2022/2023
64,4,Spars-Borac BL,L,89.0,50.7,30.0,53.0,56.6,7.0,20.0,35.0,8.0,11.0,72.7,27.0,7.0,34.0,21.0,10.0,15.0,2.0,5.0,22.0,17.0,92.0,OKK Spars,/match/22/22/2/Boxscore/q1/1/home/spars-borac-wwin/,61,2022/2023
65,5,Podgorica-Spars,L,46.0,27.3,12.0,26.0,46.2,3.0,29.0,10.3,13.0,16.0,81.3,24.0,9.0,33.0,13.0,5.0,25.0,2.0,0.0,19.0,14.0,26.0,OKK Spars,/match/29/22/2/Boxscore/q1/1/home/podgorica-bemax-spars/,61,2022/2023
66,6,Spars-Helios,L,62.0,39.4,20.0,35.0,57.1,6.0,31.0,19.4,4.0,7.0,57.1,22.0,13.0,35.0,11.0,6.0,18.0,3.0,2.0,19.0,13.0,48.0,OKK Spars,/match/36/22/2/Boxscore/q1/1/home/spars-kansai-helios-domzale/,61,2022/2023
67,7,TFT-Spars,L,78.0,42.9,20.0,42.0,47.6,10.0,28.0,35.7,8.0,12.0,66.7,22.0,11.0,33.0,22.0,1.0,18.0,2.0,3.0,22.0,23.0,72.0,OKK Spars,/match/43/22/2/Boxscore/q1/1/home/tft-mozzart-skopje-spars/,61,2022/2023
