,week,match,w/l,pts,fg%,fg2m,fg2a,fg2%,fg3m,fg3a,fg3%,ftm,fta,ft%,dr,or,tr,ass,st,to,blk,blk_ag,fp,fd,val,team_name,match_link,team_id,season
68,8,Spars-Pelister,L,71.0,42.6,24.0,40.0,60.0,5.0,28.0,17.9,8.0,9.0,88.9,18.0,14.0,32.0,16.0,9.0,22.0,2.0,1.0,13.0,17.0,71.0,OKK Spars,/match/50/22/2/Boxscore/q1/1/home/spars-pelister-bitola/,61,2022/2023
69,9,GGD Šenčur-Spars,L,64.0,41.4,14.0,35.0,40.0,10.0,23.0,43.5,6.0,14.0,42.9,24.0,4.0,28.0,15.0,5.0,15.0,0.0,6.0,15.0,22.0,56.0,OKK Spars,/match/57/22/2/Boxscore/q1/1/home/ggd-sencur-spars/,61,2022/2023
70,10,Spars-Sutjeska,L,70.0,44.8,18.0,34.0,52.9,8.0,24.0,33.3,10.0,18.0,55.6,19.0,4.0,23.0,15.0,2.0,13.0,0.0,2.0,20.0,20.0,55.0,OKK Spars,/match/64/22/2/Boxscore/q1/1/home/spars-sutjeska-elektroprivreda/,61,2022/2023
71,11,Široki-Spars,L,73.0,44.4,21.0,36.0,58.3,7.0,27.0,25.9,10.0,16.0,62.5,24.0,6.0,30.0,17.0,5.0,8.0,1.0,3.0,18.0,22.0,78.0,OKK Spars,/match/71/22/2/Boxscore/q1/1/home/siroki-tt-kabeli-spars/,61,2022/2023
72,12,Spars-Zlatibor,L,72.0,37.7,19.0,46.0,41.3,7.0,23.0,30.4,13.0,21.0,61.9,17.0,9.0,26.0,9.0,12.0,8.0,1.0,3.0,19.0,20.0,59.0,OKK Spars,/match/78/22/2/Boxscore/q1/1/home/spars-zlatibor-mozzart/,61,2022/2023
73,13,Vr. Osijek-Spars,W,80.0,47.5,22.0,42.0,52.4,6.0,17.0,35.3,18.0,26.0,69.2,28.0,9.0,37.0,23.0,7.0,12.0,1.0,2.0,21.0,24.0,98.0,OKK Spars,/match/85/22/2/Boxscore/q1/1/home/vrijednosnice-osijek-spars/,61,2022/2023
74,1,Sloga-Zlatibor,W,87.0,46.3,20.0,39.0,51.3,11.0,28.0,39.3,14.0,22.0,63.6,29.0,10.0,39.0,23.0,9.0,14.0,3.0,3.0,20.0,24.0,104.0,KK Zlatibor Mozzart,/match/2/22/2/Boxscore/q1/1/home/sloga-zlatibor-mozzart/,70,2022/2023
75,2,Zlatibor-Podgorica,W,91.0,56.7,24.0,34.0,70.6,10.0,26.0,38.5,13.0,20.0,65.0,26.0,9.0,35.0,26.0,9.0,15.0,2.0,0.0,23.0,23.0,115.0,KK Zlatibor Mozzart,/match/13/22/2/Boxscore/q1/1/home/zlatibor-mozzart-podgorica-bemax/,70,2022/2023
76,3,TFT-Zlatibor,W,90.0,50.0,17.0,27.0,63.0,13.0,33.0,39.4,17.0,23.0,73.9,25.0,7.0,32.0,23.0,8.0,11.0,1.0,1.0,16.0,25.0,115.0,KK Zlatibor Mozzart,/match/17/22/2/Boxscore/q1/1/home/tft-mozzart-skopje-zlatibor-mozzart/,70,2022/2023
77,4,Zlatibor-GGD Šenčur,W,71.0,48.1,15.0,27.0,55.6,11.0,27.0,40.7,8.0,14.0,57.1,20.0,10.0,30.0,14.0,6.0,12.0,2.0,1.0,19.0,22.0,79.0,KK Zlatibor Mozzart,/match/26/22/2/Boxscore/q1/1/home/zlatibor-mozzart-ggd-sencur/,70,2022/2023
78,5,Široki-Zlatibor,L,83.0,49.2,18.0,33.0,54.5,11.0,26.0,42.3,14.0,17.0,82.4,18.0,11.0,29.0,16.0,6.0,10.0,1.0,0.0,21.0,22.0,93.0,KK Zlatibor Mozzart,/match/32/22/2/Boxscore/q1/1/home/siroki-tt-kabeli-zlatibor-mozzart/,70,2022/2023
79,6,Zlatibor-Vr. Osijek,W,97.0,55.2,21.0,39.0,53.8,11.0,19.0,57.9,22.0,26.0,84.6,30.0,6.0,36.0,26.0,7.0,13.0,0.0,2.0,23.0,25.0,123.0,KK Zlatibor Mozzart,/match/39/22/2/Boxscore/q1/1/home/zlatibor-mozzart-vrijednosnice-osijek/,70,2022/2023
80,7,Gorica-Zlatibor,W,86.0,55.2,22.0,34.0,64.7,10.0,24.0,41.7,12.0,16.0,75.0,25.0,7.0,32.0,28.0,12.0,15.0,0.0,1.0,17.0,22.0,117.0,KK Zlatibor Mozzart,/match/47/22/2/Boxscore/q1/1/home/gorica-zlatibor-mozzart/,70,2022/2023
81,8,Zlatibor-Borac BL,L,88.0,51.5,23.0,43.0,53.5,12.0,25.0,48.0,6.0,8.0,75.0,18.0,9.0,27.0,19.0,9.0,13.0,1.0,1.0,21.0,18.0,92.0,KK Zlatibor Mozzart,/match/52/22/2/Boxscore/q1/1/home/zlatibor-mozzart-borac-wwin/,70,2022/2023
82,9,Helios-Zlatibor,L,71.0,42.9,23.0,43.0,53.5,4.0,20.0,20.0,13.0,17.0,76.5,21.0,8.0,29.0,14.0,3.0,12.0,1.0,2.0,23.0,20.0,61.0,KK Zlatibor Mozzart,/match/62/22/2/Boxscore/q1/1/home/kansai-helios-domzale-zlatibor-mozzart/,70,2022/2023
83,10,Zlatibor-Pelister,W,75.0,42.9,14.0,25.0,56.0,10.0,31.0,32.3,17.0,22.0,77.3,27.0,6.0,33.0,16.0,4.0,14.0,6.0,3.0,21.0,20.0,79.0,KK Zlatibor Mozzart,/match/65/22/2/Boxscore/q1/1/home/zlatibor-mozzart-pelister-bitola/,70,2022/2023
84,11,Sutjeska-Zlatibor,W,88.0,36.6,14.0,36.0,38.9,12.0,35.0,34.3,24.0,28.0,85.7,30.0,20.0,50.0,18.0,5.0,10.0,4.0,5.0,21.0,26.0,106.0,KK Zlatibor Mozzart,/match/77/22/2/Boxscore/q1/1/home/sutjeska-elektroprivreda-zlatibor-mozzart/,70,2022/2023
85,12,Spars-Zlatibor,W,96.0,63.2,24.0,33.0,72.7,12.0,24.0,50.0,12.0,21.0,57.1,36.0,6.0,42.0,21.0,5.0,16.0,3.0,1.0,20.0,19.0,119.0,KK Zlatibor Mozzart,/match/78/22/2/Boxscore/q1/1/home/spars-zlatibor-mozzart/,70,2022/2023
86,13,Zlatibor-Krka,L,97.0,46.5,21.0,37.0,56.8,12.0,34.0,35.3,19.0,22.0,86.4,22.0,11.0,33.0,22.0,3.0,10.0,0.0,3.0,17.0,19.0,103.0,KK Zlatibor Mozzart,/match/91/22/2/Boxscore/q1/1/home/zlatibor-mozzart-krka/,70,2022/2023
87,14,Podgorica-Zlatibor,L,64.0,32.7,10.0,24.0,41.7,8.0,31.0,25.8,20.0,28.0,71.4,24.0,14.0,38.0,9.0,3.0,22.0,1.0,3.0,22.0,27.0,50.0,KK Zlatibor Mozzart,/match/94/22/2/Boxscore/q1/1/home/podgorica-bemax-zlatibor-mozzart/,70,2022/2023
88,1,Vr. Osijek-Gorica,L,73.0,41.9,21.0,44.0,47.7,5.0,18.0,27.8,16.0,22.0,72.7,16.0,10.0,26.0,21.0,9.0,12.0,1.0,3.0,22.0,22.0,73.0,KK Gorica,/match/7/22/2/Boxscore/q1/1/home/vrijednosnice-osijek-gorica/,72,2022/2023
89,2,Spars-Gorica,L,70.0,40.0,19.0,50.0,38.0,9.0,20.0,45.0,5.0,12.0,41.7,21.0,7.0,28.0,13.0,7.0,18.0,6.0,4.0,23.0,18.0,48.0,KK Gorica,/match/8/22/2/Boxscore/q1/1/home/spars-gorica/,72,2022/2023
90,3,Gorica-Borac BL,L,54.0,31.4,19.0,47.0,40.4,3.0,23.0,13.0,7.0,17.0,41.2,21.0,19.0,40.0,10.0,4.0,16.0,4.0,3.0,19.0,17.0,33.0,KK Gorica,/match/21/22/2/Boxscore/q1/1/home/gorica-borac-wwin/,72,2022/2023
91,4,Helios-Gorica,L,70.0,42.9,22.0,40.0,55.0,2.0,16.0,12.5,20.0,20.0,100.0,16.0,4.0,20.0,9.0,6.0,16.0,0.0,2.0,25.0,18.0,48.0,KK Gorica,/match/23/22/2/Boxscore/q1/1/home/kansai-helios-domzale-gorica/,72,2022/2023
92,5,Gorica-Pelister,L,91.0,58.1,26.0,36.0,72.2,10.0,26.0,38.5,9.0,17.0,52.9,20.0,4.0,24.0,24.0,4.0,15.0,3.0,0.0,20.0,19.0,96.0,KK Gorica,/match/34/22/2/Boxscore/q1/1/home/gorica-pelister-bitola/,72,2022/2023
93,6,Sutjeska-Gorica,L,78.0,45.6,17.0,34.0,50.0,9.0,23.0,39.1,17.0,26.0,65.4,15.0,10.0,25.0,17.0,7.0,16.0,1.0,4.0,29.0,29.0,68.0,KK Gorica,/match/38/22/2/Boxscore/q1/1/home/sutjeska-elektroprivreda-gorica/,72,2022/2023
94,7,Gorica-Zlatibor,L,68.0,45.8,20.0,34.0,58.8,7.0,25.0,28.0,7.0,13.0,53.8,19.0,7.0,26.0,19.0,8.0,17.0,1.0,0.0,22.0,17.0,62.0,KK Gorica,/match/47/22/2/Boxscore/q1/1/home/gorica-zlatibor-mozzart/,72,2022/2023
95,8,Krka-Gorica,L,74.0,40.3,14.0,33.0,42.4,11.0,29.0,37.9,13.0,17.0,76.5,23.0,5.0,28.0,18.0,11.0,17.0,1.0,3.0,21.0,17.0,67.0,KK Gorica,/match/53/22/2/Boxscore/q1/1/home/krka-gorica/,72,2022/2023
96,9,Gorica-Sloga,W,81.0,47.9,12.0,23.0,52.2,11.0,25.0,44.0,24.0,27.0,88.9,20.0,4.0,24.0,13.0,7.0,17.0,0.0,0.0,21.0,26.0,85.0,KK Gorica,/match/60/22/2/Boxscore/q1/1/home/gorica-sloga/,72,2022/2023
97,10,Podgorica-Gorica,L,70.0,50.0,18.0,31.0,58.1,9.0,23.0,39.1,7.0,12.0,58.3,20.0,6.0,26.0,16.0,7.0,21.0,1.0,0.0,25.0,18.0,60.0,KK Gorica,/match/68/22/2/Boxscore/q1/1/home/podgorica-bemax-gorica/,72,2022/2023
98,11,Gorica-TFT,W,83.0,52.6,20.0,29.0,69.0,10.0,28.0,35.7,13.0,19.0,68.4,22.0,5.0,27.0,23.0,5.0,4.0,1.0,1.0,18.0,20.0,103.0,KK Gorica,/match/73/22/2/Boxscore/q1/1/home/gorica-tft-mozzart-skopje/,72,2022/2023
99,12,GGD Šenčur-Gorica,L,72.0,42.1,16.0,28.0,57.1,8.0,29.0,27.6,16.0,20.0,80.0,19.0,9.0,28.0,16.0,10.0,12.0,0.0,1.0,20.0,22.0,78.0,KK Gorica,/match/83/22/2/Boxscore/q1/1/home/ggd-sencur-gorica/,72,2022/2023
100,13,Gorica-Široki,L,78.0,42.4,17.0,29.0,58.6,11.0,37.0,29.7,11.0,13.0,84.6,15.0,8.0,23.0,22.0,4.0,8.0,0.0,3.0,24.0,19.0,71.0,KK Gorica,/match/86/22/2/Boxscore/q1/1/home/gorica-siroki-tt-kabeli/,72,2022/2023
101,1,Podgorica-Sutjeska,L,61.0,36.5,16.0,32.0,50.0,3.0,20.0,15.0,20.0,33.0,60.6,20.0,6.0,26.0,9.0,5.0,15.0,2.0,1.0,31.0,29.0,39.0,KK Podgorica Bemax,/match/3/22/2/Boxscore/q1/1/home/podgorica-bemax-sutjeska-elektroprivreda/,75,2022/2023
102,2,Zlatibor-Podgorica,L,72.0,48.3,24.0,41.0,58.5,5.0,19.0,26.3,9.0,19.0,47.4,18.0,9.0,27.0,12.0,8.0,15.0,0.0,2.0,23.0,23.0,61.0,KK Podgorica Bemax,/match/13/22/2/Boxscore/q1/1/home/zlatibor-mozzart-podgorica-bemax/,75,2022/2023
103,3,Podgorica-Krka,L,60.0,42.9,18.0,33.0,54.5,6.0,23.0,26.1,6.0,13.0,46.2,19.0,6.0,25.0,8.0,9.0,15.0,0.0,2.0,19.0,19.0,46.0,KK Podgorica Bemax,/match/16/22/2/Boxscore/q1/1/home/podgorica-bemax-krka/,75,2022/2023
104,4,Sloga-Podgorica,W,77.0,46.2,26.0,45.0,57.8,4.0,20.0,20.0,13.0,21.0,61.9,28.0,13.0,41.0,16.0,8.0,14.0,3.0,5.0,24.0,24.0,83.0,KK Podgorica Bemax,/match/28/22/2/Boxscore/q1/1/home/sloga-podgorica-bemax/,75,2022/2023
105,5,Podgorica-Spars,W,98.0,47.9,24.0,46.0,52.2,11.0,27.0,40.7,17.0,22.0,77.3,29.0,12.0,41.0,26.0,14.0,9.0,0.0,2.0,14.0,19.0,130.0,KK Podgorica Bemax,/match/29/22/2/Boxscore/q1/1/home/podgorica-bemax-spars/,75,2022/2023
106,6,Podgorica-TFT,L,93.0,42.2,28.0,51.0,54.9,7.0,32.0,21.9,16.0,28.0,57.1,24.0,28.0,52.0,22.0,5.0,19.0,1.0,4.0,26.0,27.0,91.0,KK Podgorica Bemax,/match/42/22/2/Boxscore/q1/1/home/podgorica-bemax-tft-mozzart-skopje/,75,2022/2023
107,7,GGD Šenčur-Podgorica,W,78.0,48.1,21.0,38.0,55.3,4.0,14.0,28.6,24.0,30.0,80.0,18.0,9.0,27.0,20.0,8.0,17.0,3.0,4.0,29.0,25.0,78.0,KK Podgorica Bemax,/match/44/22/2/Boxscore/q1/1/home/ggd-sencur-podgorica-bemax/,75,2022/2023
108,8,Podgorica-Široki,W,69.0,46.0,12.0,26.0,46.2,11.0,24.0,45.8,12.0,19.0,63.2,25.0,7.0,32.0,17.0,5.0,18.0,1.0,1.0,28.0,23.0,66.0,KK Podgorica Bemax,/match/55/22/2/Boxscore/q1/1/home/podgorica-bemax-siroki-tt-kabeli/,75,2022/2023
109,9,Vr. Osijek-Podgorica,W,83.0,48.4,27.0,44.0,61.4,4.0,20.0,20.0,17.0,28.0,60.7,17.0,13.0,30.0,13.0,18.0,7.0,0.0,0.0,17.0,28.0,104.0,KK Podgorica Bemax,/match/59/22/2/Boxscore/q1/1/home/vrijednosnice-osijek-podgorica-bemax/,75,2022/2023
110,10,Podgorica-Gorica,W,86.0,48.4,27.0,48.0,56.3,4.0,16.0,25.0,20.0,29.0,69.0,17.0,12.0,29.0,18.0,12.0,12.0,0.0,1.0,18.0,25.0,97.0,KK Podgorica Bemax,/match/68/22/2/Boxscore/q1/1/home/podgorica-bemax-gorica/,75,2022/2023
111,11,Borac BL-Podgorica,W,73.0,42.2,20.0,38.0,52.6,7.0,26.0,26.9,12.0,21.0,57.1,24.0,11.0,35.0,11.0,8.0,8.0,0.0,2.0,21.0,23.0,73.0,KK Podgorica Bemax,/match/74/22/2/Boxscore/q1/1/home/borac-wwin-podgorica-bemax/,75,2022/2023
112,12,Podgorica-Helios,W,79.0,50.8,24.0,41.0,58.5,7.0,20.0,35.0,10.0,13.0,76.9,21.0,8.0,29.0,12.0,7.0,11.0,1.0,2.0,16.0,18.0,84.0,KK Podgorica Bemax,/match/81/22/2/Boxscore/q1/1/home/podgorica-bemax-kansai-helios-domzale/,75,2022/2023
113,13,Pelister-Podgorica,W,97.0,54.8,22.0,36.0,61.1,12.0,26.0,46.2,17.0,22.0,77.3,21.0,5.0,26.0,22.0,14.0,11.0,4.0,4.0,20.0,22.0,117.0,KK Podgorica Bemax,/match/89/22/2/Boxscore/q1/1/home/pelister-bitola-podgorica-bemax/,75,2022/2023
114,14,Podgorica-Zlatibor,W,89.0,47.1,23.0,40.0,57.5,9.0,28.0,32.1,16.0,19.0,84.2,22.0,8.0,30.0,19.0,10.0,5.0,3.0,1.0,27.0,20.0,99.0,KK Podgorica Bemax,/match/94/22/2/Boxscore/q1/1/home/podgorica-bemax-zlatibor-mozzart/,75,2022/2023
115,15,Krka-Podgorica,L,74.0,44.8,20.0,34.0,58.8,6.0,24.0,25.0,16.0,22.0,72.7,14.0,8.0,22.0,19.0,6.0,11.0,5.0,0.0,23.0,19.0,73.0,KK Podgorica Bemax,/match/96/22/2/Boxscore/q1/1/home/krka-podgorica-bemax/,75,2022/2023
116,1,Široki-Borac BL,W,95.0,54.4,16.0,28.0,57.1,15.0,29.0,51.7,18.0,26.0,69.2,30.0,6.0,36.0,18.0,8.0,14.0,2.0,1.0,23.0,24.0,111.0,KK Borac WWIN,/match/6/22/2/Boxscore/q1/1/home/siroki-tt-kabeli-borac-wwin/,76,2022/2023
117,2,Borac BL-Vr. Osijek,W,81.0,50.0,25.0,41.0,61.0,5.0,19.0,26.3,16.0,20.0,80.0,32.0,6.0,38.0,21.0,6.0,14.0,3.0,2.0,17.0,21.0,103.0,KK Borac WWIN,/match/9/22/2/Boxscore/q1/1/home/borac-wwin-vrijednosnice-osijek/,76,2022/2023
118,3,Gorica-Borac BL,W,96.0,56.1,25.0,42.0,59.5,12.0,24.0,50.0,10.0,16.0,62.5,31.0,7.0,38.0,25.0,9.0,7.0,3.0,4.0,17.0,19.0,127.0,KK Borac WWIN,/match/21/22/2/Boxscore/q1/1/home/gorica-borac-wwin/,76,2022/2023
119,4,Spars-Borac BL,W,91.0,41.6,22.0,49.0,44.9,10.0,28.0,35.7,17.0,20.0,85.0,28.0,14.0,42.0,18.0,8.0,17.0,5.0,2.0,17.0,20.0,100.0,KK Borac WWIN,/match/22/22/2/Boxscore/q1/1/home/spars-borac-wwin/,76,2022/2023
120,5,Borac BL-Helios,L,85.0,50.0,16.0,38.0,42.1,14.0,22.0,63.6,11.0,13.0,84.6,19.0,8.0,27.0,18.0,7.0,14.0,2.0,1.0,21.0,16.0,87.0,KK Borac WWIN,/match/35/22/2/Boxscore/q1/1/home/borac-wwin-kansai-helios-domzale/,76,2022/2023
121,6,Pelister-Borac BL,W,89.0,44.9,24.0,47.0,51.1,7.0,22.0,31.8,20.0,26.0,76.9,34.0,16.0,50.0,20.0,6.0,17.0,3.0,1.0,22.0,25.0,109.0,KK Borac WWIN,/match/37/22/2/Boxscore/q1/1/home/pelister-bitola-borac-wwin/,76,2022/2023
122,7,Borac BL-Sutjeska,L,72.0,45.9,23.0,40.0,57.5,5.0,21.0,23.8,11.0,18.0,61.1,23.0,6.0,29.0,17.0,5.0,8.0,0.0,1.0,17.0,23.0,80.0,KK Borac WWIN,/match/48/22/2/Boxscore/q1/1/home/borac-wwin-sutjeska-elektroprivreda/,76,2022/2023
123,8,Zlatibor-Borac BL,W,95.0,61.0,26.0,40.0,65.0,10.0,19.0,52.6,13.0,19.0,68.4,22.0,4.0,26.0,23.0,7.0,12.0,1.0,1.0,18.0,21.0,113.0,KK Borac WWIN,/match/52/22/2/Boxscore/q1/1/home/zlatibor-mozzart-borac-wwin/,76,2022/2023
124,9,Borac BL-Krka,W,83.0,48.3,22.0,36.0,61.1,7.0,24.0,29.2,18.0,21.0,85.7,21.0,7.0,28.0,19.0,6.0,9.0,2.0,1.0,19.0,22.0,97.0,KK Borac WWIN,/match/61/22/2/Boxscore/q1/1/home/borac-wwin-krka/,76,2022/2023
125,10,Sloga-Borac BL,L,71.0,38.0,17.0,37.0,45.9,10.0,34.0,29.4,7.0,10.0,70.0,25.0,16.0,41.0,14.0,6.0,19.0,2.0,2.0,22.0,20.0,64.0,KK Borac WWIN,/match/67/22/2/Boxscore/q1/1/home/sloga-borac-wwin/,76,2022/2023
126,11,Borac BL-Podgorica,L,60.0,37.7,12.0,23.0,52.2,8.0,30.0,26.7,12.0,22.0,54.5,25.0,11.0,36.0,13.0,4.0,21.0,2.0,0.0,23.0,21.0,49.0,KK Borac WWIN,/match/74/22/2/Boxscore/q1/1/home/borac-wwin-podgorica-bemax/,76,2022/2023
127,12,TFT-Borac BL,W,91.0,56.9,26.0,36.0,72.2,7.0,22.0,31.8,18.0,21.0,85.7,27.0,12.0,39.0,25.0,7.0,19.0,2.0,4.0,15.0,25.0,123.0,KK Borac WWIN,/match/82/22/2/Boxscore/q1/1/home/tft-mozzart-skopje-borac-wwin/,76,2022/2023
128,13,Borac BL-GGD Šenčur,W,68.0,43.9,18.0,32.0,56.3,7.0,25.0,28.0,11.0,20.0,55.0,26.0,11.0,37.0,20.0,6.0,15.0,1.0,5.0,19.0,22.0,74.0,KK Borac WWIN,/match/87/22/2/Boxscore/q1/1/home/borac-wwin-ggd-sencur/,76,2022/2023
129,14,Borac BL-Široki,L,72.0,45.3,17.0,27.0,63.0,7.0,26.0,26.9,17.0,24.0,70.8,20.0,6.0,26.0,21.0,2.0,12.0,5.0,1.0,22.0,26.0,81.0,KK Borac WWIN,/match/95/22/2/Boxscore/q1/1/home/borac-wwin-siroki-tt-kabeli/,76,2022/2023
130,1,TFT-Pelister,W,75.0,51.0,19.0,31.0,61.3,6.0,18.0,33.3,19.0,28.0,67.9,25.0,6.0,31.0,23.0,5.0,22.0,1.0,1.0,21.0,28.0,86.0,KK Pelister-Bitola,/match/4/22/2/Boxscore/q1/1/home/tft-mozzart-skopje-pelister-bitola/,81,2022/2023
131,2,Pelister-GGD Šenčur,W,71.0,41.5,22.0,42.0,52.4,5.0,23.0,21.7,12.0,21.0,57.1,24.0,5.0,29.0,15.0,11.0,13.0,1.0,5.0,20.0,22.0,64.0,KK Pelister-Bitola,/match/11/22/2/Boxscore/q1/1/home/pelister-bitola-ggd-sencur/,81,2022/2023
132,3,Široki-Pelister,L,73.0,45.2,20.0,30.0,66.7,8.0,32.0,25.0,9.0,14.0,64.3,14.0,7.0,21.0,15.0,15.0,20.0,0.0,1.0,22.0,21.0,63.0,KK Pelister-Bitola,/match/19/22/2/Boxscore/q1/1/home/siroki-tt-kabeli-pelister-bitola/,81,2022/2023
133,4,Pelister-Vr. Osijek,W,83.0,50.8,26.0,42.0,61.9,7.0,23.0,30.4,10.0,11.0,90.9,27.0,7.0,34.0,19.0,12.0,12.0,2.0,1.0,25.0,17.0,96.0,KK Pelister-Bitola,/match/24/22/2/Boxscore/q1/1/home/pelister-bitola-vrijednosnice-osijek/,81,2022/2023
134,5,Gorica-Pelister,W,100.0,55.4,22.0,38.0,57.9,14.0,27.0,51.9,14.0,20.0,70.0,22.0,10.0,32.0,25.0,12.0,14.0,0.0,3.0,19.0,20.0,118.0,KK Pelister-Bitola,/match/34/22/2/Boxscore/q1/1/home/gorica-pelister-bitola/,81,2022/2023
135,6,Pelister-Borac BL,L,67.0,34.8,19.0,43.0,44.2,5.0,26.0,19.2,14.0,16.0,87.5,16.0,8.0,24.0,15.0,10.0,13.0,1.0,3.0,25.0,22.0,51.0,KK Pelister-Bitola,/match/37/22/2/Boxscore/q1/1/home/pelister-bitola-borac-wwin/,81,2022/2023
136,7,Helios-Pelister,L,70.0,45.2,24.0,45.0,53.3,4.0,17.0,23.5,10.0,16.0,62.5,23.0,12.0,35.0,11.0,3.0,18.0,2.0,1.0,27.0,20.0,55.0,KK Pelister-Bitola,/match/49/22/2/Boxscore/q1/1/home/kansai-helios-domzale-pelister-bitola/,81,2022/2023
137,8,Spars-Pelister,W,99.0,58.0,27.0,40.0,67.5,13.0,29.0,44.8,6.0,8.0,75.0,22.0,7.0,29.0,23.0,16.0,18.0,1.0,2.0,17.0,13.0,113.0,KK Pelister-Bitola,/match/50/22/2/Boxscore/q1/1/home/spars-pelister-bitola/,81,2022/2023
